id_post,user,Description,Likes
BzSPOtUFrRW,yeji155,"one or more people, selfie, closeup and indoor",61
BzRIQ45pU0n,subhashishdutta2777,"one or more people, people standing and outdoor",75
BzE-I1ZJh8p,barbara_camper,one or more people and people standing,1213
ByeG8von7ug,stefanysantos9097,"one or more people, people standing and outdoor",93
BxkUAD8Hf4s,jerry.jj1,plant and outdoor,124
BwOOwZkHA0C,sindiaureliaa,1 person,162
BwLiyHgA3Ia,realgoodrhymes,text,491
Bv56U9UFIda,ss_kwong,"sky, outdoor and nature",2742
BvzBOSqnJky,ankan.aniket,"1 person, sitting and shoes",340
Bn3PsQoAb7s,km_mn_j,"1 person, selfie and closeup",175
BzdRbaDFEVY,laython_photos,"one or more people, people standing, child, tree, shoes, outdoor and nature",31
BzdRbblFp9U,small_gift_big_smile,"one or more people, flower and outdoor",23
BzdRacUFPHH,y.tetsu_official,indoor,35
BzdRZx2jKIV,generalpsychologyservices,sky and outdoor,10
BzdRY6Jha1B,jonboy007007,drawing,976
BzdRYbvjq4e,lorie.dishoyan,"one or more people, ocean, beach, sky, water, child, outdoor and nature",68
BzdRX2ilJJY,m__daiki,shoes,124
BzdRWhgFxFx,linenrental,"flower, plant, table and outdoor",2
BzdRVozBbJp,robmcd1980,one or more people and outdoor,10
BzdRVdyHneQ,nnin_03_7,"one or more people, phone and closeup",15
BzdRSYPFqGv,reiiirosato,"sky, tree, plant, cloud, outdoor and nature",64
BzdRP8OBVyS,s2hair_hj,one or more people,5
BzdRFN-jWOw,photograph.hane,outdoor and water,6
BzdKOCtjOYe,h____imnd,"one or more people, people sitting, table and indoor",119
Bzc09WAH21O,s_._._11,one or more people,139
BzXBd5-HH3f,vardarden,outdoor and nature,361
BzWHHJ3FM3v,yoshitaka907hawaii,"ocean, cloud, sky, mountain, outdoor, nature and water",626
BxmuthHn7zb,jerry.jj1,drink and indoor,112
BuwcxTslLyx,jun.o_358,"1 person, selfie and closeup",384
BuS7JHljaWB,trip.n.photography_passion,one or more people and outdoor,3489
BzdRbkAHBag,bayusetiyawans,"one or more people, people standing, mountain, sky, outdoor and nature",61
BzdRbK2FL5t,marazulreceptivo,"one or more people, cloud, sky, outdoor and nature",22
BzdRbH3nWsf,boutique_pally,one or more people and people standing,915
BzdRbDIBzqh,miamiwaterlifetours,"one or more people, ocean, outdoor, nature and water",13
BzdRbE9B-gg,laura_noval,one or more people and outdoor,87
BzdRa8OBmzx,rehab.nabil,text,6
BzdRamkBaLm,sagar._patil_,motorcycle and outdoor,32
BzdRalPnk4s,boukhatem_med,"ocean, sky, outdoor, nature and water",21
BzdRaYPhIKX,restauranteannas_,food,5
BzdRaUjn3wv,the_garden.hoe,plant,5
BzdRYNMlpfj,r_n.04,"one or more people, people sitting, shoes and outdoor",80
BzdRXcTlIsi,chapuputepo,"sky, outdoor and nature",9
BzdRQS5lNBf,tiem_hoa_nha_minh,"flower, plant and indoor",8
BzdRNcrl0gB,vee_derby,"one or more people, hat, closeup and outdoor",27
BzdPaGjDFDN,nailartforpeps,one or more people and closeup,22
BzdMgwYFaIM,sinhyekk,table and outdoor,64
BzdEyMJJMdX,himahito6809,cat,51
BzdCrHiFeWL,love1290vvv,food,38
Bzc1kLAASp0,nuyod_5436,"one or more people, eyeglasses and indoor",63
BzNf58rA8uS,dinoooo0211,"one or more people, outdoor and closeup",57
BwiLEy1FVZ_,maramare0076,"1 person, selfie and closeup",64
BwPoKs_nF_g,stefanysantos9097,"1 person, standing and indoor",98
BoqCid4BdPW,km_mn_j,"1 person, selfie and closeup",173
BzdRatdH6Pj,tatsyuma,"cloud, sky, ocean, outdoor, water and nature",17
BzdRaakhROO,jayesh_chawda_,"one or more people, people standing and selfie",239
BzdRaVhlG0I,ricodatabase__,text,8
BzdRaN6n0qq,mr.sindhi69,one or more people and text,10
BzdRaHxh0A6,harrisonimation,sky and outdoor,17
BzdRZ9-h0G9,reality.khabri,one or more people and text,472
BzdRaB5H8d6,nonsolofotografia29,"one or more people, people standing and outdoor",9
BzdRZ-qBdw5,blendedbars,text,15
BzdRZ2SHSlD,sahil_sheikh5444,"one or more people, selfie and closeup",24
BzdRZe4D7k5,ulf,drawing,15
BzdRY1Kh4X-,mahirkal,"flower, cloud, plant, sky, outdoor and nature",32
BzdRYbeBeod,thoooo_y,one or more people and people standing,63
BzdRX5mhIOk,mjjuniormodel,"one or more people, people standing and outdoor",34
BzdRXUBldXz,taxi5333,"one or more people, people standing and text",8
BzdRWrPBltw,xosara_outfits,one or more people and people standing,7
BzdRNicF-RP,bellegardebakery,food,134
BzdRHOyF_2F,bonayu_,one or more people and indoor,21
BzdQ_qvjZkh,ry_lynn826,outdoor,23
BzdQ8mVi0j4,vlada_pakuleva,"one or more people, flower, plant, sky, outdoor and nature",66
BzdQ8f9h-tb,shun____stagram,phone and laptop,61
BzdQ3uah3p5,boutiquefashionurban,one or more people and closeup,11
BzdP-AnHXEA,l.a_tienda,shoes,6
BzdNylmFkAN,mylord_os,night,27
Bzc873lAggL,ddenizz.turann,"people smiling, one or more people, closeup and indoor",33
Bzcej-5FoBf,sasart80,one or more people,28
BzawbqHABYj,brijeshthakur99,"one or more people, beard and closeup",166
BzXGVncHrd_,exmana_0804,"one or more people, shoes and closeup",57
Bxpb_iWnFIl,jerry.jj1,night and outdoor,90
BwoRA6XAJIM,mast._srijan_mishra,"1 person, standing and outdoor",44
BvZTfQFDtk0,ss_kwong,sky and outdoor,2876
BnJX-UbFmUp,kyoto.x7010x,car and outdoor,1907
BzdRZevFD02,angeldalarissa,one or more people,31
BzdRZdNnGjn,_monicagarcia1,one or more people,22
BzdRZUfHlrr,dommi_wyg,one or more people and outdoor,8
BzdRZUDBJN0,gabi_bercha.gc,one or more people and people standing,66
BzdRZJtFKvZ,the_aryan_maheshwari,one or more people and people standing,14
BzdRZKHFr4P,_muneebahmedshah_,outdoor,8
BzdRZEWFVFj,animalitos.__post,text,897
BzdRY66HCZ2,jin.5086,indoor,10
BzdRYF_FgLW,aykya.127,"one or more people, plant, flower, outdoor and nature",36
BzdRYAhBFM3,buyincentralflorida,ocean and text,60
BzdRWgchNKF,its4comedy,"cloud, sky, outdoor and nature",15
BzdRR_KFOXi,lasary_voatabia,text that says 'Me: Damn her gym partner must be her boyfriend. I should back off. Me to me: Soccer has a goalie but you can still score.',38
BzdRPzQFStN,llmodelportfolio,one or more people,3
BzdRPoCF5WY,travelduoz,"sky, cloud, outdoor and nature",11
BzdRKJspG2Y,narifortunato,one or more people,9
BzdQAlwnEjR,l.a_tienda,shoes,5
BzdPAmsJbTw,shingram94,"one or more people, people standing, crowd and outdoor",52
BzdNwgZFNzM,mylord_os,one or more people,44
BzdJvrSFyMa,inu_811,one or more people and indoor,101
BzdE1ddJLvQ,miho_24.s,"one or more people, selfie and closeup",170
Bzcyvggobx0,cookiedog0311,flower,15
BzZxcZxFZRg,yeji155,one or more people and people sitting,32
BzWVKU_IAw2,bananaaa_mama,one or more people,38
BzB0XamFfPB,l_ch_y,one or more people and closeup,174
ByxYX_Lo3hJ,hey__lulu,"one or more people, people sitting, shoes and outdoor",193
BvviVPbnnlB,ankan.aniket,"1 person, sitting and indoor",327
Bo9Aud_B_ws,km_mn_j,"1 person, selfie and closeup",169
BoCzzO8Bqrf,stefanysantos9097,"1 person, sky and outdoor",107
BzdRY2-nvTv,windpicss,"tree, plant, sky, house, flower, outdoor and nature",12
BzdRYrFjl4c,training.photographer,"ocean, sky, outdoor, nature and water",26
BzdRYTnF4Rk,omutao23,"sky, night and outdoor",26
BzdRYPLnApT,gisduende,one or more people and closeup,73
BzdRX53D-dP,emaeona,text that says 'THE EXPERT WAS ONCE A BEGINNER',20
BzdRX7vlBX9,garden__99,one or more people and closeup,49
BzdRXpFF3l_,momentscake,food,9
BzdRXkYhbyZ,sejamos.l,night,9
BzdRWXUjdTk,na_____mu08,"one or more people, people standing and outdoor",142
BzdRVcyhNMn,markaci_34,shoes,17
BzdRVP-h2c7,dal_vely1,"one or more people, people standing and phone",18
BzdRT0bBlP0,randy_bravo_m,"one or more people, shoes, sky, cloud and outdoor",14
BzdRSchCso4,_d.e.n.i.s.o.v.n.a_222_,one or more people and food,28
BzdRQiAjT8J,sg__074,one or more people,30
BzdQrJVhzqW,teessidesnapper,"cloud, sky, outdoor, water and nature",8
BzdQLLWD5l7,evoxlou,"one or more people, selfie and closeup",14
BzdNrDvF4Bv,mylord_os,one or more people and outdoor,36
BzdLkrhnBXd,s.__.eun_ev,one or more people and closeup,56
BzbIpWYHFor,chihiro_hichi,"one or more people, shoes and outdoor",47
Bza_4fEgCHr,stephaniietete2,one or more people and closeup,92
Bza47mVgllB,dinoooo0211,"one or more people, crowd and outdoor",52
BzXjQETH5_o,____msk54,one or more people,387
BzWwuKOnrjd,faabi.lefinir,one or more people and closeup,104
BzSlgkMo8OP,dafina_marine,"one or more people, people standing, sunglasses, outdoor, closeup and nature",24
ByJf1p0F9DC,vandovedriyan,one or more people and sunglasses,3
BxwImNMngzd,jerry.jj1,one or more people and people standing,125
BzdRXpEhtrJ,01_cl_dncr,"night, sky and outdoor",67
BzdRVoKHvYq,ha7eb,food and indoor,19
BzdRVW9B97x,silasprice,"one or more people, cloud, sky and outdoor",12
BzVJ20rB9im,_fantasia_____,one or more people and closeup,190
BOfFI1VAtLK,javedkhan_06,7 people,13
BzdRXF4A7Sj,suitesnatura,indoor,17
BzdRViVBcbH,datingcom,one or more people and dog,109
BzdRQmUBuOo,manuucakes,food,14
BzdROGUl-ny,my___too,one or more people and closeup,67
BzdOUYZIzQQ,carminemon_85,food,46
BzcrVWQFwUg,______thursday,"one or more people, people sitting, child and indoor",152
BzbZ8JromRG,sheraaaz_,one or more people,91
BzKxBJrilFp,belvasbelgianchocolate,one or more people and people standing,48
BwOVKVlFaFt,estapasando2,"1 person, food",89
Bvt4e5yH5RA,ankan.aniket,"2 people, people standing, shoes, stripes and closeup",284
BudSEmfjVJS,trip.n.photography_passion,"one or more people, tree, sky, shoes and outdoor",1633
BqWuEKmhRCm,km_mn_j,1 person,181
Bngf9f9Frn6,kyoto.x7010x,"11 people, food",2104
BiRzG-AgoIg,kalraramandeep,"1 person, sitting and hat",25
BzdRWpSB0Ae,dungvu87,"one or more people, dog and outdoor",21
BzdRWGgBJ6C,jatengphoto,"one or more people, sky, tree, nature and outdoor",41
BzdRVaxjWSp,faithoverfearathletics,"sky, cloud, text, nature and outdoor",4
BzdRVWdhJHq,wailsalah.off,one or more people and text,8
BzdRU0KibPY,_annalaura_31_,"one or more people, closeup and text",215
BzdRS9qhjTH,sushibimi,food,225
BzdRPhXp1rX,kobe.nail.bijou,"one or more people, text and closeup",13
BzdROmVCIo-,carano_24,one or more people and text,21
BzdROYPBBXV,instantfootball__,one or more people and outdoor,3
BzdRNR_jzv4,looksbyanant,one or more people and shoes,15
BzdRM2EF8lD,yu1084,"plant, flower, outdoor and nature",46
BzdRGFTBOva,christopherwhuck,one or more people and people standing,32
BzdQ_8ll1Ze,pizarromedia,outdoor,11
BzdQtxpHBDJ,shimaaaa.i,one or more people,116
BzdO2dxDqp9,lojameninafeia,one or more people and people standing,6
BzdLem6BgcS,mrkbay,"one or more people, people sitting, phone, beard and indoor",648
BzdBp1BlbJ8,_hk__hk_,"cloud, sky, tree, outdoor and nature",40
Bzc5zVJpNm1,himahito6809,indoor,61
Bzctk2DoWhE,derfauleheinz,fire and outdoor,33
Bzbcza6Clje,lisa.andronache,one or more people and food,51
BzYzQkGIbuy,peppon76,"one or more people, closeup and indoor",522
BzUNVFaj7aC,serifogluburak,"one or more people, people standing, shoes, tree and outdoor",48
BzNCywEnZj2,wennydwirahayu,"sky, tree, outdoor and nature",101
BzCQM2yFz6_,l_ch_y,"one or more people, people standing and hat",160
BzB-ipQFwNO,l_ch_y,"one or more people, hat, sunglasses, closeup and outdoor",180
BvZS85nDuel,ss_kwong,"sky, cloud, tree, ocean, mountain, outdoor, nature and water",2494
BzdRVFQnmz4,boutique_pally,one or more people and people standing,742
BzdRUjRBi9F,flflbodech,"drink, table and indoor",32
BzdRTXrDy3o,lt234lyfe,text,3
BzdRRVfnhvc,ed_ines84,one or more people and sunglasses,33
BzdRJZXnALV,vignesh220love,one or more people and closeup,159
BzdQcm4jMAW,gang_th___,one or more people and outdoor,72
Bzc77Xjnad-,w_w1999quotes,"tree, sky and outdoor",14
Bzc3DACFcz5,dd_____minji,one or more people and indoor,251
BzcuXe4F2Cj,ssica__kim,"people sitting, living room, table and indoor",91
BzZdu0NJOAA,hearttoheart_babes,text and food,54
BzYAyhTB8Ix,jennielovelink,one or more people,156
BzNoqHpgW7p,sky_frost35_fx,text,17
BzK3uGSl2kw,thestories123,one or more people and wedding,55
BqeVddEBFrN,km_mn_j,"1 person, closeup and indoor",179
BzdRVQ4H6kb,popcorn_lens,"one or more people, people standing and sky",38
BzdREGWB_CF,d.han_v,"one or more people, outdoor and closeup",51
BzdMvzyBBrp,tarako0101,one or more people and child,53
BzbmzAwBpUp,tania_sebastiao,"one or more people, ocean, sky, outdoor, water and nature",60
BzdRUMDhK3L,queen__hanni_,"one or more people, selfie and closeup",52
BzdRUCsBFpK,riley_marilyn_north,"one or more people, sunglasses, outdoor and closeup",9
BzdRT1xnyM_,sota_scouting,hat and outdoor,14
BzdRSxbpS6P,baseballteam.afrojack,shoes and indoor,34
BzdRR68D1-X,blog.istanbul,food,16
BzdRMFmFX1w,gaojichuanshao,text,10
BzdQKLGpsJ0,enzo.and.bella,"sky, dog, grass, tree, cloud, outdoor and nature",55
BzdQFj6FcWr,pastormeikle,one or more people and suit,40
BzdP7htpNLA,glutenfreebasicb,coffee cup,23
BzdNMA-FY9W,yo.u_ng,one or more people and closeup,539
BzdIJ4XJE2x,yelimi___,"one or more people, closeup and indoor",131
BzdFzILFSKJ,ay_cheff,food,9
BzdDyDcFOeH,donatella__en_vogue,one or more people,8
Bzb9dZ1pfHo,aira_0320,one or more people,628
Bzah1cDH6C4,mna1028,one or more people and outdoor,111
BzUNwSqBzTZ,rahmadanaaras,"one or more people, people standing, sky, ocean, tree, outdoor, water and nature",220
BvHwhnfFx5G,faujdar_hemant,"2 people, people sitting and selfie",59
Bu9AiH3lf78,qurtobajbr,food and text,41
BzdRTwIDWgm,aro_tmphotography,one or more people and people sitting,18
BzdRSlXhI25,memer0098,one or more people,10
BzdRRBfjfDS,silver_minor,"one or more people, people sitting and text",12
BzdRQizhOyL,wanderinglensphotos,"sky, mountain, outdoor and nature",8
BzdRQY1pEgo,tomasz_solak,one or more people and outdoor,19
BzdRNmWn68G,woozik_usa,text,15
BzdRNpGHE2j,lyane_store,one or more people and closeup,47
BzdRLXXBSSs,itskevbeen,food,16
BzdRJAjhBNA,sfctboca,text,39
BzdP4KpjhB2,marquis_clarke,one or more people,573
BzdNMhthjZA,imamurashiho,one or more people and people standing,46
BzdHTTVH7DM,tahaagramm,"one or more people, people standing, sky and outdoor",21
BzdEsrrCDMF,marlawleygrande,one or more people,18
Bzc3tCRltTG,seyively,food,23
Bzc2EG3BJVz,jennielovelink,one or more people and people standing,87
Bzcxp8Ljib6,jh_2.1,"one or more people, phone, selfie and indoor",87
BzEjVy3ljpc,l_ch_y,"one or more people, people standing and shoes",215
BzEZeQblFFy,l_ch_y,one or more people and closeup,184
Bwh7VtWF0vK,maramare0076,"1 person, closeup",50
BwHwp2EB0u8,darebeltogy,"1 person, sitting and child",285
BvO_OyxFRHy,ss_kwong,"cloud, sky, mountain, outdoor, nature and water",2943
Bu9BfD-lWW3,qurtobajbr,food,37
BujBZo8jws6,trip.n.photography_passion,"1 person, standing and beard",2283
BqjvEh4B1Jw,km_mn_j,"1 person, selfie, closeup and indoor",190
Bnoa91tlIWT,kyoto.x7010x,"9 people, people standing",1860
BzdRSNTlEYp,__yanlizlik_,text,17
BzdRR5OH9yV,jokerbenincity,text,36
BzdRR9lDV4D,fra.tata,one or more people,24
BzdRRmApt08,monu.paul,one or more people and people standing,28
BzdRRcFnXkv,lifeadise,"one or more people, mountain, sky, outdoor and nature",11
BzdRQ8yna7q,girly_powersss,"one or more people, text that says 'DON'T STRESS YOURSELF TO COMMUNICATE WITH PEOPLE IF THEY TALK TO YOU THEN OK, IF NOT THEN OK @girly_powersss'",31
BzdRQ6sj0IZ,mimieflaviana,"one or more people, people standing, mountain, outdoor and nature",11
BzdRQwThWTP,twomuttsandawiener,dog,14
BzdRPQHpRpV,tamasansan,outdoor,103
BzdROpZjRaQ,prpiccini,sky and airplane,11
BzdRNkmBgPZ,mylifeescapades,"ocean, sky, cloud, twilight, outdoor, nature and water",165
BzdRNTyFWHx,midhuzm,one or more people and closeup,42
BzdRDrfF4Px,andresvivesmultipercu,"one or more people, people standing and outdoor",11
BzdQgL_HPYU,foodtasticmom,food,6
BzdO-CDJQVP,nail_eyelash_frances,one or more people and closeup,6
BzdNcZ-BKhb,jlns20,"one or more people, people standing, ocean, sky, cloud, twilight, outdoor, water and nature",121
BzdJW72nva5,sunnytime.co_,"one or more people, sunglasses, outdoor and closeup",5
BzbAwPfACV3,applicationproduction,"one or more people, people sitting, table and indoor",15
Bza5CqsBGrg,morratu_tamilan,"one or more people, people standing and text",26
BzP3HeRiUq8,dolia_,one or more people and people standing,81
Bx46XTVgy2G,jerry.jj1,"night, fire and candles",125
Bu9BzUllQZP,qurtobajbr,food,34
BzdRRChHb_C,photorojano,"one or more people, shoes and outdoor",129
BzdRQ8RHW9E,kanza_kanza.h,"flower, sky, cloud, plant, nature and outdoor",18
BzdRQsJHoxX,lombriolloyd,"sky, tree and outdoor",33
BzdRQmvn6Fo,chrisvitruvian,night,11
BzdRQnzp_jX,faham_freezy_,one or more people,23
BzdRQXDnMin,taleweaver,food,4
BzdRP7AHvJY,abie_abdillahyusuf,"one or more people, people sitting and shoes",35
BzdRN94HufP,blessedstoreofc,phone,40
BzdRMxPpLXh,girl_with_no_job03,one or more people and text,15
BzdRLW2HNJy,bicekbakalim,sky and outdoor,8
BzdRJI9ndTL,downtownkaizen,outdoor,17
BzdQ2AVnB1V,julianabasilio_1,text,8
BzdQVSaHQ4o,shsepulveda,"one or more people, tree and outdoor",12
BzdQVJ3lmcE,bella_matoss1,one or more people and text,3
BzdPLw8HJxM,filhafizasindan,"cloud, sky and outdoor",12
BzdJhR9BTU5,j____w0n1,text,28
BzdIwPNHYOn,minovita28,"one or more people, people standing, phone and shoes",90
BzdINrUpFSF,thesyci,"one or more people, people standing, shoes and outdoor",15
BzceVwjF6Px,chehtishamarif,"one or more people, beard and hat",14
BzauVdxDyAu,i_mr_peppermint,one or more people and outdoor,28
BzNU0WgALRF,_master.himanshu_,"cloud, sky and outdoor",25
BzGOV_GFSAL,l_ch_y,"one or more people, tree, sky and outdoor",151
Byw-UcrFIWI,the_pics_in_focus,one or more people and outdoor,17
ByQIsy4gSW6,jerry.jj1,food,90
Bu8_zWPF2iX,ss_kwong,"mountain, sky, cloud, outdoor, nature and water",3033
BtYQ5knA9JS,oniltattoo,one or more people and closeup,27
Brhk2wglcXk,ali_kaid9126,"ocean, sky, outdoor, water and nature",2629
BzdRQbZngsk,dessenredate,food and indoor,20
BzdRQNcB5Oe,wy.martins,one or more people and sunglasses,25
BzdRPlslLwy,kitamiya_ayatamu,one or more people and text,18
BzdRPfxHjpH,blubabes2,cat,9
BzdRPS5pc1K,israelmatiasacevedo,"one or more people, people standing and text",29
BzdRPAPBEM0,levino_diniz,outdoor,16
BzdRO7rhyxQ,vagabondreports,"ocean, sky, twilight, outdoor, water and nature",146
BzdROFjnUiP,irreplaceable__p,"one or more people, people sitting, people sleeping and child",40
BzdRNzRnhCf,marelys_lazo_realtor,text,17
BzdRMw0jQpA,_thebabylon_,indoor,15
BzdREvelkK1,thechinchinlady,food,6
BzdQ9kRHa2S,r___vely,one or more people and closeup,63
BzdQ5cAnJpA,migue_bb,one or more people and people standing,23
BzdQwaChK1t,dosboricuashambrientos,food,57
BzdPEEtniS6,mkwiththehair,one or more people and outdoor,22
Bzcefshlm-i,chehtishamarif,"one or more people, beard, sunglasses, closeup and outdoor",4
BzZ9m2zFe29,eun_chong03,"one or more people, phone and indoor",43
BzY5HylJGsY,milad_mohebbi.21,one or more people and people standing,266
BzYH18gBdQl,kwxn_sol,"one or more people, selfie and closeup",43
BzX9VgsnxbH,to_lliney8,"one or more people, people sitting and indoor",87
Bw_fyTRlmIC,gua__ra,"sky, cloud, tree, outdoor and nature",101
BvBID6CjC4y,vanedogui166,1 person,21
Bu9CJtXFwdN,qurtobajbr,food,49
BskiNF7BBId,km_mn_j,1 person,237
BzdRO0qhe5d,thesplinteredsoul_,"ocean, sky, cloud, text, water, outdoor and nature",47
BzdROjXnsdg,scotthoff.trd,car and outdoor,38
BzdROb-nsO4,c_c_lim,"one or more people, tree, bridge and outdoor",47
BzdROXJFNyR,freddmay,"one or more people, people standing and outdoor",34
BzdROFYB9TU,memer0098,"text that says 'God Bless Internet @GBlessInternet There are 70 ways to be happy One is Pizza, the rest is 69.'",9
